SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y
-0.401,0,-0.272,-0.272,-0.476,-0.476,0,0,0,-0.272,0,0,0,-0.272,0,-0.272,-0.272,0,0,0
0,0,0,0,0,-0.511,0,0,0,-0.314,0,-0.314,-0.314,0,-0.447,-0.314,0,-0.314,0,-0.314
0,0,0,-0.299,-0.299,-0.299,0,0,0,-0.299,-0.299,-0.431,-0.431,0,-0.299,-0.431,0,0,0,0
-0.24,0,0,-0.363,-0.24,-0.519,0,0,0,-0.24,-0.24,0,-0.24,0,-0.24,-0.442,0,0,-0.24,0
-0.314,0,-0.447,0,-0.447,-0.314,-0.314,0,0,0,0,0,0,-0.447,0,0,-0.314,0,0,-0.314
-0.401,0,0,-0.323,0,-0.323,0,-0.209,0,-0.456,0,0,-0.401,0,-0.401,-0.323,-0.209,0,0,0
-0.381,0,-0.16,-0.255,-0.16,-0.425,-0.16,-0.16,0,-0.16,-0.16,-0.16,-0.326,0,-0.326,-0.326,-0.255,-0.16,0,-0.16
-0.511,0,0,0,-0.314,-0.447,0,0,0,0,-0.447,0,-0.314,-0.314,-0.314,0,0,0,0,0
-0.27,-0.234,-0.193,-0.234,-0.145,-0.234,0,-0.193,-0.301,-0.27,0,-0.234,-0.145,-0.193,-0.33,-0.27,-0.234,-0.301,-0.087,-0.193
0,0,-0.314,-0.447,-0.447,-0.314,-0.314,0,0,0,-0.314,0,0,-0.314,-0.314,0,0,0,0,-0.314
-0.415,0,-0.488,0,-0.488,-0.285,0,0,0,0,-0.285,-0.285,0,0,-0.285,-0.285,0,0,0,0
-0.25,0,-0.375,-0.453,-0.25,-0.25,0,0,0,-0.375,0,0,-0.453,-0.25,0,-0.375,0,0,0,0
0,-0.26,-0.332,-0.164,-0.332,-0.26,-0.164,-0.164,-0.164,-0.332,0,-0.164,-0.164,-0.164,-0.164,-0.332,-0.164,-0.332,0,-0.26
-0.227,-0.195,-0.07,-0.119,-0.195,-0.195,-0.07,-0.195,-0.364,-0.227,-0.16,-0.227,-0.255,-0.227,-0.227,-0.326,-0.227,-0.364,-0.07,-0.119
0,0,-0.285,0,0,-0.523,-0.285,0,0,-0.415,0,0,0,-0.285,0,-0.285,0,-0.285,-0.285,-0.285
-0.224,0,-0.224,-0.342,0,-0.224,0,0,0,-0.224,0,-0.342,-0.224,0,-0.224,-0.42,-0.224,-0.342,-0.224,-0.342
0,0,-0.431,0,0,0,-0.431,0,0,-0.299,-0.299,0,-0.299,0,-0.299,-0.431,0,-0.299,0,-0.299
-0.266,0,-0.394,-0.394,0,-0.168,0,-0.266,-0.168,-0.339,0,-0.266,-0.339,-0.168,-0.168,-0.168,-0.394,0,0,0
0,0,-0.401,-0.272,-0.476,-0.401,0,-0.272,0,0,0,-0.401,0,0,-0.272,-0.272,-0.272,0,0,0
-0.367,0,0,-0.423,0,-0.423,0,0,0,-0.464,0,0,-0.186,-0.367,-0.186,-0.186,-0.292,-0.186,0,0
0,0,0,0,-0.314,0,0,0,0,-0.447,0,0,-0.314,0,-0.511,-0.531,0,0,0,0
-0.272,0,0,0,0,-0.516,0,-0.272,0,-0.401,0,-0.272,-0.272,-0.272,-0.272,-0.272,0,0,0,-0.272
0,0,-0.447,0,-0.447,-0.447,0,0,0,0,0,0,0,-0.447,0,0,-0.314,0,-0.314,-0.314
-0.272,0,-0.272,0,-0.172,0,-0.172,0,-0.345,-0.401,-0.272,-0.272,0,-0.172,-0.272,-0.272,-0.345,-0.172,0,-0.272
0,0,0,0,-0.191,-0.431,0,0,-0.375,-0.191,0,0,-0.431,-0.375,-0.299,-0.431,0,-0.299,0,0
0,0,-0.272,-0.272,-0.401,-0.401,0,0,0,0,-0.272,-0.401,-0.401,0,-0.272,0,-0.401,0,0,0
-0.5,0,-0.216,-0.411,0,-0.216,0,-0.216,-0.332,0,0,-0.216,-0.216,0,0,-0.216,-0.216,-0.411,0,0
-0.299,0,-0.232,-0.299,-0.144,-0.232,0,-0.232,-0.144,-0.352,-0.144,0,-0.232,-0.232,-0.396,-0.352,0,-0.299,0,-0.144
-0.255,-0.227,-0.119,-0.119,-0.195,-0.227,0,-0.16,-0.346,-0.16,-0.119,-0.16,-0.281,-0.304,-0.281,-0.281,-0.227,-0.346,-0.07,-0.16
-0.299,0,0,0,-0.431,-0.299,0,-0.299,0,0,0,0,-0.5,0,-0.431,-0.299,0,-0.299,0,0
0,0,-0.363,-0.24,-0.24,-0.519,0,0,-0.24,-0.24,-0.363,0,-0.24,0,-0.24,-0.24,0,0,-0.24,0
-0.464,0,-0.216,-0.216,-0.216,0,0,0,-0.411,-0.332,0,-0.216,0,0,-0.411,-0.216,0,-0.216,-0.332,0
-0.141,-0.228,-0.228,-0.228,-0.228,-0.454,-0.294,-0.228,-0.426,-0.141,0,-0.228,-0.347,0,-0.141,-0.228,0,0,0,0
0,0,0,-0.299,-0.299,-0.299,0,-0.299,-0.299,-0.299,-0.299,0,-0.431,0,0,-0.5,0,0,0,0
-0.299,0,0,0,-0.299,-0.299,0,-0.299,-0.299,0,-0.431,-0.5,-0.299,0,0,0,0,0,0,-0.299
-0.216,0,-0.216,-0.332,-0.216,-0.332,-0.216,0,0,-0.216,-0.216,0,-0.332,0,-0.332,-0.411,0,-0.216,0,-0.332
-0.332,-0.464,-0.411,-0.332,0,-0.216,-0.216,-0.332,-0.216,-0.216,0,0,0,0,0,0,-0.216,0,0,-0.332
0,0,0,-0.299,-0.299,0,-0.299,0,0,-0.431,-0.299,-0.299,-0.299,-0.299,0,-0.431,0,-0.299,0,0
-0.285,-0.415,0,0,-0.181,-0.285,0,-0.181,-0.285,-0.181,0,-0.181,-0.359,-0.181,-0.359,-0.181,0,-0.359,0,-0.181
-0.24,0,-0.309,-0.24,-0.15,-0.15,-0.15,-0.24,-0.24,-0.15,0,-0.15,-0.309,-0.24,0,-0.469,-0.309,-0.309,0,0
-0.314,0,-0.314,-0.314,0,0,0,0,0,-0.511,0,0,0,-0.314,0,0,0,-0.511,0,-0.314
-0.348,0,-0.306,-0.197,0,-0.197,-0.257,0,-0.257,-0.479,-0.12,-0.197,-0.12,-0.12,-0.197,-0.383,-0.12,-0.12,0,-0.197
-0.363,0,0,-0.363,-0.24,-0.363,0,0,-0.24,-0.24,0,0,-0.442,0,-0.363,-0.363,0,-0.24,0,0
-0.224,0,-0.224,-0.42,-0.138,-0.138,-0.224,0,-0.138,-0.385,-0.342,-0.289,-0.224,-0.138,-0.342,-0.224,-0.138,-0.138,0,0
-0.422,-0.124,-0.124,-0.392,0,-0.124,-0.203,-0.203,-0.264,-0.357,0,-0.203,-0.124,-0.314,-0.124,-0.124,-0.203,-0.124,-0.124,-0.264
0,0,0,-0.272,-0.272,-0.272,0,-0.401,0,-0.401,-0.401,-0.401,-0.272,0,-0.401,0,0,0,0,0
-0.314,0,-0.314,0,0,-0.314,0,0,0,-0.314,-0.314,-0.314,0,0,-0.314,-0.447,0,0,-0.447,0
-0.453,0,-0.25,-0.375,0,-0.375,0,-0.25,-0.25,-0.375,0,0,-0.25,0,0,-0.25,0,-0.375,0,0
-0.332,-0.26,0,-0.26,-0.332,-0.332,-0.26,0,-0.164,-0.388,0,-0.164,-0.164,-0.164,-0.164,-0.164,-0.164,-0.26,0,-0.26
0,0,0,-0.272,-0.272,-0.401,0,0,0,-0.272,-0.272,-0.272,-0.272,0,-0.476,0,0,-0.401,-0.272,0
-0.164,-0.26,0,-0.164,-0.26,-0.332,-0.26,0,-0.26,-0.431,0,0,-0.332,-0.164,0,-0.26,0,-0.332,0,-0.332
-0.306,0,-0.197,0,-0.306,-0.306,-0.197,-0.197,-0.197,-0.306,0,-0.197,-0.197,-0.439,0,-0.306,0,-0.306,0,-0.197
-0.186,0,-0.186,-0.292,-0.464,-0.186,0,0,0,-0.186,0,-0.186,-0.292,-0.292,-0.423,-0.367,0,-0.186,0,-0.186
-0.326,-0.255,-0.293,-0.255,-0.211,-0.16,-0.16,-0.096,-0.211,-0.355,-0.211,-0.096,-0.211,-0.211,-0.293,-0.255,-0.211,-0.16,0,-0.096
-0.272,-0.272,0,-0.272,-0.272,-0.272,-0.172,0,-0.345,-0.172,0,-0.272,-0.172,0,-0.272,-0.401,-0.172,-0.172,-0.172,-0.172
-0.168,0,-0.168,-0.339,-0.266,-0.168,-0.168,0,-0.168,-0.266,-0.266,-0.266,0,-0.266,-0.266,-0.394,-0.168,0,-0.168,-0.339
-0.276,0,-0.213,-0.213,-0.213,0,0,-0.213,-0.213,-0.328,-0.276,-0.276,-0.213,-0.37,-0.37,-0.328,0,-0.213,0,0
0,0,-0.363,-0.363,-0.363,-0.53,-0.24,0,0,0,-0.24,0,0,-0.24,-0.24,0,0,0,0,-0.24
-0.401,-0.272,-0.272,-0.272,0,-0.172,-0.345,0,0,-0.345,0,-0.272,0,-0.172,-0.172,-0.172,-0.272,-0.272,-0.172,-0.172
0,-0.415,0,0,-0.285,0,0,-0.415,-0.285,-0.285,0,0,-0.415,-0.285,0,-0.285,0,0,0,-0.415
-0.272,0,-0.531,-0.272,-0.272,-0.272,0,0,0,0,0,-0.272,0,0,-0.272,-0.401,0,-0.272,0,0
-0.415,0,0,0,-0.285,-0.285,0,0,0,-0.415,0,-0.285,-0.285,-0.285,-0.285,-0.415,0,-0.285,0,0
-0.299,-0.299,0,0,0,0,0,0,0,0,0,-0.299,-0.299,0,0,-0.528,-0.431,0,-0.431,0
-0.176,0,-0.278,-0.176,-0.176,-0.278,-0.176,0,0,-0.482,0,0,0,-0.278,-0.408,-0.408,-0.278,-0.176,0,0
-0.328,0,-0.131,-0.406,-0.131,0,-0.213,-0.276,-0.131,-0.435,-0.213,-0.131,-0.213,-0.276,-0.276,-0.276,-0.131,-0.131,0,0
-0.299,0,0,0,0,0,-0.299,0,0,-0.5,-0.299,0,-0.299,0,-0.431,-0.299,-0.299,-0.299,0,0
-0.348,-0.197,0,-0.12,-0.12,-0.306,-0.12,0,-0.197,-0.383,-0.12,-0.306,-0.12,0,-0.348,-0.348,-0.257,-0.257,-0.12,-0.12
-0.332,-0.236,-0.236,-0.088,-0.147,-0.088,-0.088,-0.272,-0.332,-0.272,-0.147,-0.236,-0.195,-0.195,-0.272,-0.272,-0.195,-0.272,-0.088,-0.147
0,-0.352,0,-0.352,-0.352,0,0,-0.431,0,0,0,-0.352,-0.232,0,-0.431,0,-0.232,-0.232,0,-0.232
-0.285,-0.415,0,0,-0.285,-0.523,-0.415,0,0,0,0,0,0,-0.285,0,-0.285,0,0,0,-0.285
-0.435,-0.131,-0.131,-0.213,0,-0.213,-0.131,-0.328,0,-0.435,0,-0.131,-0.131,-0.276,-0.37,-0.131,-0.213,-0.276,0,0
-0.358,-0.236,-0.147,-0.304,0,-0.358,0,-0.236,0,-0.236,-0.147,0,0,-0.236,-0.358,-0.236,0,-0.401,-0.236,-0.147
0,0,-0.285,-0.523,0,0,0,-0.285,0,0,0,-0.415,0,-0.285,-0.285,0,-0.415,-0.285,0,0
-0.407,0,-0.363,-0.15,-0.15,0,0,0,-0.15,-0.363,-0.15,0,-0.363,-0.309,-0.363,-0.24,0,-0.15,0,-0.309
-0.294,-0.228,-0.141,-0.263,-0.084,-0.141,-0.084,-0.228,-0.409,-0.141,-0.141,-0.141,-0.322,-0.187,-0.228,-0.228,-0.263,-0.228,-0.141,-0.187
-0.342,0,-0.224,0,0,-0.342,0,0,0,-0.507,0,-0.224,-0.224,0,-0.342,-0.342,-0.342,0,0,-0.224
-0.24,-0.24,-0.09,-0.199,-0.24,-0.09,-0.15,-0.15,-0.24,-0.15,-0.15,-0.15,-0.277,-0.199,-0.24,-0.363,-0.277,-0.309,-0.09,-0.277
0,0,0,0,-0.299,-0.5,0,-0.299,0,-0.431,-0.299,-0.299,0,0,-0.299,0,-0.431,0,0,0
-0.299,0,-0.299,0,-0.299,-0.299,-0.299,0,0,0,0,-0.299,-0.299,0,-0.299,-0.299,0,-0.299,-0.431,0
-0.238,0,-0.274,-0.238,-0.089,-0.238,-0.148,-0.197,-0.274,-0.335,-0.148,-0.148,-0.238,-0.089,-0.335,-0.422,-0.238,0,-0.089,-0.148
-0.299,0,0,0,-0.299,-0.5,0,0,0,0,-0.299,0,-0.299,-0.299,-0.431,-0.299,0,0,0,-0.299
-0.153,-0.245,-0.245,-0.412,-0.153,-0.245,-0.153,0,-0.314,0,0,-0.369,-0.245,-0.153,-0.153,-0.314,-0.369,0,0,-0.153
-0.285,0,-0.488,0,-0.415,-0.523,0,0,0,-0.415,0,0,0,0,0,-0.285,0,0,0,0
-0.25,0,-0.25,-0.375,-0.25,0,-0.25,0,0,-0.25,-0.25,0,-0.25,-0.25,-0.25,-0.453,0,-0.375,0,0
-0.272,-0.236,-0.236,-0.088,-0.236,-0.088,-0.236,-0.272,-0.332,-0.304,-0.147,-0.236,-0.088,-0.147,-0.236,-0.236,-0.272,-0.236,-0.088,-0.147
-0.191,0,-0.191,-0.191,-0.299,-0.299,0,0,-0.191,-0.299,0,-0.191,-0.299,-0.431,-0.191,-0.299,-0.191,-0.191,-0.191,-0.191
-0.216,0,-0.411,-0.464,0,-0.332,0,-0.216,0,0,-0.332,-0.216,0,-0.216,-0.216,-0.411,0,0,0,-0.216
-0.476,0,0,0,0,-0.272,0,0,0,-0.401,-0.272,-0.272,-0.272,0,-0.401,-0.401,0,-0.272,0,0
-0.453,0,-0.25,-0.25,0,0,-0.25,0,-0.25,-0.375,0,0,-0.25,-0.25,-0.25,-0.25,0,-0.375,-0.25,0
-0.314,0,-0.314,-0.314,-0.314,-0.314,0,-0.314,0,-0.314,0,0,-0.314,0,-0.314,-0.314,0,0,0,-0.314
-0.168,0,-0.339,-0.168,-0.266,-0.168,-0.168,0,-0.266,-0.266,-0.168,0,0,-0.168,-0.266,-0.47,-0.266,-0.168,-0.168,-0.266
-0.26,0,0,0,-0.26,-0.464,0,0,0,-0.388,0,0,-0.388,0,-0.26,-0.464,-0.26,0,-0.26,0
-0.209,-0.456,-0.401,0,0,-0.209,0,0,0,-0.456,-0.209,0,0,-0.323,0,-0.323,-0.401,0,0,0
-0.266,0,-0.168,-0.168,-0.168,-0.168,0,0,-0.266,-0.168,-0.168,0,-0.339,-0.339,-0.394,-0.47,-0.168,-0.168,-0.168,0
-0.235,0,-0.321,-0.281,-0.356,-0.235,-0.235,-0.108,-0.108,-0.235,-0.108,-0.108,-0.321,-0.321,-0.235,-0.235,0,-0.235,-0.178,-0.108
-0.216,-0.464,-0.332,-0.216,0,-0.216,0,-0.332,0,-0.411,0,0,0,-0.216,-0.216,-0.216,-0.216,-0.216,0,-0.216
0,0,-0.299,-0.431,-0.431,0,0,-0.299,0,-0.5,0,0,-0.299,-0.299,-0.299,0,0,0,0,0
-0.272,-0.226,-0.104,-0.104,-0.311,-0.172,0,-0.172,-0.172,-0.311,0,-0.172,-0.345,-0.104,-0.272,-0.375,-0.272,-0.272,-0.172,-0.104
-0.362,-0.409,-0.225,-0.253,-0.159,-0.395,-0.07,-0.07,-0.159,-0.279,0,-0.118,-0.303,-0.194,-0.225,-0.225,-0.118,-0.159,0,-0.07
0,0,-0.25,-0.25,-0.375,-0.25,-0.25,-0.25,0,-0.375,0,0,-0.453,-0.25,-0.25,-0.25,0,0,0,-0.25
-0.209,-0.456,0,-0.323,0,-0.209,0,-0.209,0,-0.323,0,-0.323,0,-0.323,0,-0.323,0,-0.323,0,-0.323
-0.531,0,0,-0.314,0,-0.314,0,-0.314,0,0,0,0,0,-0.511,-0.314,0,0,0,0,0
-0.314,0,-0.314,0,0,-0.203,0,-0.392,0,-0.392,-0.203,-0.203,-0.314,-0.314,-0.203,-0.203,-0.203,-0.314,0,0
-0.197,-0.238,-0.197,-0.148,-0.148,-0.148,0,-0.274,-0.404,-0.274,0,-0.148,-0.238,-0.306,-0.197,-0.274,-0.238,-0.274,-0.089,-0.197
-0.168,0,-0.394,-0.266,-0.168,-0.266,0,-0.168,0,-0.437,-0.168,-0.168,-0.266,-0.168,-0.266,-0.266,-0.266,-0.168,0,-0.168
0,0,0,0,-0.299,-0.299,0,0,0,-0.431,-0.299,0,-0.431,-0.431,-0.299,-0.299,0,0,0,-0.299
-0.216,-0.216,-0.216,0,-0.133,-0.375,-0.28,0,-0.133,-0.375,-0.216,-0.216,-0.411,-0.133,0,-0.216,-0.28,-0.28,0,0
-0.431,0,-0.401,-0.323,0,-0.128,0,0,0,-0.272,-0.209,-0.128,-0.323,-0.128,-0.209,-0.209,0,0,-0.272,-0.401
-0.342,0,0,0,-0.224,-0.525,0,0,-0.224,-0.342,0,0,0,-0.342,0,-0.342,0,0,0,-0.42
-0.323,-0.456,-0.401,0,0,-0.209,0,0,0,-0.323,-0.209,-0.209,0,0,0,-0.323,-0.209,-0.401,0,-0.209
0,-0.232,-0.232,-0.144,-0.232,-0.459,-0.144,-0.144,-0.299,-0.144,-0.232,-0.232,-0.232,-0.232,-0.144,-0.396,-0.144,-0.144,0,0
-0.332,0,-0.332,-0.332,-0.216,0,0,-0.216,0,-0.216,-0.216,0,-0.332,-0.216,-0.216,-0.411,0,-0.216,0,-0.332
-0.314,0,-0.245,-0.314,0,-0.245,0,-0.153,0,-0.412,0,-0.153,0,0,-0.245,-0.447,-0.369,-0.153,-0.153,-0.245
0,0,0,0,-0.272,-0.272,0,-0.272,0,-0.272,0,-0.272,-0.272,0,-0.272,-0.516,-0.272,0,0,-0.401
0,0,0,-0.314,-0.314,-0.314,-0.314,0,0,0,0,-0.314,0,-0.314,0,-0.314,-0.447,0,-0.314,-0.314
-0.255,0,-0.255,-0.255,-0.326,-0.326,0,-0.16,0,-0.381,0,-0.16,-0.255,-0.16,-0.255,-0.425,0,-0.16,0,-0.255
-0.141,-0.39,-0.187,-0.294,-0.141,-0.347,-0.084,-0.141,-0.263,-0.187,-0.084,-0.187,-0.263,-0.263,-0.228,-0.263,-0.084,-0.187,-0.084,-0.228
0,0,-0.285,0,-0.285,-0.415,0,0,-0.285,0,-0.285,0,-0.415,0,-0.285,-0.488,0,0,-0.285,0
0,0,0,0,0,-0.5,0,0,0,0,0,0,-0.431,-0.299,0,0,0,0,-0.299,-0.431
-0.134,0,-0.282,-0.335,-0.179,-0.252,-0.179,-0.218,-0.335,-0.31,-0.179,-0.252,-0.252,-0.134,-0.218,-0.252,-0.218,-0.08,-0.08,-0.179
-0.147,-0.236,-0.236,-0.147,-0.147,-0.487,-0.147,-0.304,-0.236,0,-0.147,0,-0.358,0,-0.236,-0.358,-0.236,-0.147,0,0
-0.324,-0.362,-0.225,-0.194,-0.118,-0.225,-0.07,-0.279,-0.279,-0.253,-0.07,-0.194,-0.194,-0.159,-0.194,-0.362,-0.159,-0.194,-0.159,0
-0.25,-0.25,0,-0.32,0,-0.375,0,-0.156,0,-0.32,0,-0.156,-0.453,-0.156,0,-0.375,-0.25,-0.25,-0.156,0
-0.341,0,-0.295,-0.361,-0.169,-0.239,-0.126,-0.206,-0.439,-0.239,-0.169,-0.126,-0.126,-0.126,-0.075,-0.169,-0.206,-0.169,-0.126,-0.206
-0.314,-0.314,-0.203,-0.203,-0.203,-0.314,0,-0.314,-0.203,-0.314,-0.203,-0.203,0,-0.203,-0.314,0,-0.203,-0.314,0,0
-0.332,0,-0.332,0,-0.332,-0.411,0,-0.216,-0.216,0,0,-0.216,0,0,-0.411,-0.216,0,-0.216,0,-0.411
-0.303,0,-0.118,-0.409,-0.194,-0.379,0,-0.194,-0.194,-0.344,-0.118,0,-0.118,-0.344,0,-0.253,-0.303,-0.253,-0.118,0
-0.285,-0.081,-0.285,-0.254,-0.136,-0.254,-0.181,0,-0.136,-0.445,-0.081,-0.181,-0.22,-0.254,-0.22,-0.359,-0.136,-0.22,0,-0.136
-0.342,-0.289,-0.224,0,-0.289,-0.224,-0.138,-0.224,0,-0.224,-0.138,-0.138,-0.289,-0.224,-0.385,-0.42,0,-0.138,0,0
-0.352,0,-0.513,-0.352,0,-0.232,-0.232,0,-0.482,0,0,-0.232,0,0,0,0,0,-0.352,0,0
0,-0.323,-0.323,-0.209,-0.323,0,0,-0.209,0,-0.323,-0.209,-0.209,-0.323,-0.209,0,-0.493,0,-0.209,0,0
-0.285,-0.181,-0.11,-0.181,-0.11,-0.285,0,-0.11,-0.11,-0.325,0,-0.181,-0.389,-0.181,-0.389,-0.359,-0.11,-0.237,-0.11,-0.181
-0.138,0,-0.45,-0.385,0,0,-0.224,-0.224,-0.289,-0.289,-0.224,0,-0.138,-0.224,-0.138,-0.289,-0.42,0,0,0
-0.181,-0.285,0,-0.359,-0.181,-0.359,0,-0.285,-0.181,-0.359,0,0,0,-0.285,-0.359,-0.285,0,-0.285,-0.181,0
-0.431,0,0,0,-0.352,-0.232,0,-0.232,0,-0.352,0,-0.232,-0.352,-0.431,-0.232,-0.232,-0.232,0,0,0
-0.144,0,-0.299,0,-0.232,-0.299,-0.144,-0.144,-0.232,-0.232,-0.144,-0.144,0,-0.299,-0.299,-0.459,-0.232,-0.144,-0.144,-0.232
-0.292,0,-0.186,-0.481,0,-0.367,-0.292,0,0,-0.186,0,-0.244,-0.186,-0.113,-0.397,-0.292,-0.244,0,0,-0.113
-0.299,0,0,0,-0.299,0,0,-0.299,-0.299,-0.431,0,-0.299,-0.431,0,-0.299,-0.299,0,-0.299,0,0
0,-0.447,-0.203,-0.314,0,-0.203,-0.203,-0.203,0,-0.314,0,-0.314,-0.203,-0.203,0,-0.314,0,-0.314,0,-0.314
0,0,-0.299,-0.191,-0.191,-0.375,-0.191,-0.191,-0.191,-0.191,0,0,-0.299,-0.299,-0.299,-0.299,-0.375,-0.191,-0.191,0
-0.415,0,-0.198,-0.33,-0.198,-0.368,-0.121,-0.072,-0.368,-0.23,-0.121,-0.121,-0.23,-0.121,-0.23,-0.162,-0.23,-0.162,-0.072,-0.121
-0.224,0,-0.473,-0.42,-0.224,-0.342,0,0,0,-0.342,0,0,0,-0.42,0,0,0,-0.342,0,-0.224
-0.285,0,-0.488,-0.285,-0.488,-0.285,0,-0.285,0,0,0,0,0,0,-0.285,-0.415,0,0,0,0
-0.299,0,0,-0.299,-0.299,-0.299,-0.299,0,0,-0.299,-0.299,0,-0.299,0,-0.299,-0.431,0,0,0,-0.299
-0.336,-0.375,-0.235,-0.166,0,-0.291,-0.124,-0.124,-0.203,-0.264,-0.124,-0.073,-0.166,-0.166,-0.203,-0.291,-0.357,-0.264,-0.124,-0.073
-0.26,-0.26,-0.164,-0.164,-0.26,-0.332,-0.26,0,-0.26,-0.332,-0.164,0,-0.164,-0.26,0,-0.332,-0.164,-0.26,0,-0.26
-0.383,0,0,0,-0.306,-0.383,-0.197,-0.306,-0.197,-0.383,0,-0.306,-0.197,-0.383,0,-0.197,-0.197,0,0,0
0,-0.314,0,-0.314,0,0,0,-0.314,-0.447,-0.314,0,-0.314,-0.314,0,-0.314,0,-0.314,0,0,-0.314
-0.375,0,-0.191,-0.487,-0.116,-0.405,-0.116,0,-0.25,-0.191,-0.116,0,-0.25,-0.34,-0.116,-0.191,0,-0.25,0,0
-0.272,0,-0.272,-0.272,-0.272,-0.476,0,0,0,-0.401,0,0,0,-0.272,0,-0.476,-0.272,0,0,0
-0.25,0,-0.25,0,0,-0.25,0,0,-0.25,-0.375,0,-0.375,-0.25,-0.25,-0.25,-0.25,0,-0.453,0,-0.25
0,0,0,0,-0.24,-0.363,0,-0.24,-0.24,-0.24,-0.24,0,-0.442,-0.24,-0.442,0,-0.442,0,0,0
-0.136,0,-0.136,-0.415,-0.285,-0.22,-0.136,-0.22,-0.337,-0.136,-0.136,0,-0.337,0,-0.285,-0.38,-0.136,-0.22,-0.136,-0.136
-0.272,0,0,-0.476,-0.272,-0.272,-0.401,0,-0.272,0,0,-0.401,0,0,0,-0.401,-0.272,0,0,0
-0.209,0,0,-0.456,0,-0.209,-0.209,-0.209,-0.209,-0.401,0,-0.209,-0.209,-0.209,-0.209,-0.456,0,-0.209,0,0
0,0,-0.314,-0.447,0,0,0,-0.314,0,0,-0.314,-0.447,0,0,0,0,-0.314,0,-0.447,-0.314
-0.272,0,-0.272,0,-0.272,0,-0.172,0,-0.345,-0.272,-0.172,-0.272,0,-0.172,-0.272,-0.345,-0.272,-0.345,0,-0.272
0,0,-0.415,-0.285,-0.415,-0.415,0,0,0,-0.285,-0.285,-0.285,0,0,-0.285,-0.415,0,0,0,0
0,0,0,0,-0.191,-0.528,0,-0.191,-0.299,-0.299,0,-0.375,-0.299,-0.191,-0.299,-0.191,0,0,-0.191,0
-0.339,0,-0.266,0,-0.168,-0.394,-0.339,-0.168,-0.168,-0.394,0,-0.266,-0.168,0,-0.168,-0.266,-0.168,0,-0.168,-0.266
-0.209,0,-0.323,-0.209,-0.323,-0.323,0,-0.209,-0.209,0,-0.209,-0.209,-0.456,0,-0.323,-0.209,0,-0.209,-0.209,0
-0.168,0,0,-0.513,-0.266,-0.339,0,0,-0.266,-0.168,-0.266,0,-0.339,0,-0.168,-0.339,0,-0.168,0,-0.266
-0.294,-0.228,0,0,-0.228,-0.347,-0.141,0,-0.141,-0.347,0,-0.294,-0.141,-0.141,-0.228,-0.347,-0.347,-0.39,0,0
0,0,-0.25,-0.25,0,-0.25,0,-0.375,-0.25,-0.375,-0.25,0,-0.5,0,-0.25,-0.25,0,-0.25,0,0
-0.224,-0.342,0,0,-0.42,-0.224,0,0,0,0,0,-0.224,0,-0.342,-0.342,-0.42,0,-0.342,-0.224,-0.224
-0.272,0,-0.401,0,-0.401,-0.272,-0.272,0,0,-0.272,0,-0.272,-0.272,0,-0.272,-0.401,-0.272,0,0,0
-0.34,0,-0.34,-0.191,0,-0.34,-0.116,-0.116,-0.299,-0.405,-0.116,-0.191,-0.116,-0.191,-0.191,-0.299,-0.116,-0.25,0,-0.191
-0.232,0,-0.299,-0.232,-0.232,-0.232,-0.144,0,0,-0.482,0,0,-0.352,-0.144,-0.232,-0.396,-0.144,0,0,-0.299
-0.272,-0.272,-0.272,-0.272,0,-0.272,0,-0.345,-0.345,-0.345,0,0,-0.172,-0.172,-0.345,-0.272,0,-0.172,-0.172,0
-0.388,0,-0.431,-0.332,-0.164,0,0,-0.164,-0.164,-0.332,0,-0.164,-0.332,-0.164,-0.164,-0.332,0,-0.164,-0.26,0
-0.197,-0.238,-0.238,-0.238,-0.197,-0.148,-0.089,-0.197,-0.197,-0.238,-0.089,-0.238,-0.306,-0.148,-0.197,-0.36,-0.238,-0.274,-0.089,-0.238
-0.268,0,-0.268,-0.268,-0.206,0,0,-0.396,-0.319,-0.268,-0.206,-0.126,-0.426,0,-0.126,-0.361,0,-0.126,0,-0.206
-0.323,0,0,0,-0.323,-0.401,0,0,-0.209,-0.401,-0.209,0,-0.323,-0.209,-0.401,-0.323,0,0,0,-0.209
-0.332,0,-0.164,-0.098,0,-0.449,-0.164,-0.164,-0.216,-0.411,0,-0.098,-0.332,-0.164,-0.216,-0.26,-0.164,-0.164,-0.164,-0.164
0,0,-0.447,-0.447,0,-0.314,0,0,0,0,-0.447,0,-0.447,-0.314,0,-0.314,0,0,0,0
-0.507,0,-0.224,-0.342,0,-0.473,0,-0.342,0,0,0,0,-0.224,0,0,-0.342,-0.342,0,0,0
-0.431,0,-0.299,0,0,-0.299,0,0,0,-0.299,0,-0.431,0,0,-0.299,-0.299,-0.299,0,-0.431,0
-0.352,0,0,-0.232,-0.232,-0.513,0,0,0,-0.232,-0.232,0,-0.232,0,-0.232,-0.482,0,0,-0.232,0
-0.197,0,0,0,-0.197,-0.306,-0.197,-0.306,-0.306,-0.197,-0.197,0,-0.383,-0.197,-0.439,-0.197,-0.306,0,0,-0.197
