SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y
-0.232,0,-0.232,-0.232,0,0,0,-0.232,-0.352,-0.513,0,-0.431,-0.232,0,0,-0.431,0,0,0,0
-0.232,0,-0.232,-0.232,0,-0.232,0,-0.352,-0.232,-0.513,0,-0.431,-0.232,0,0,-0.352,0,0,0,0
-0.314,0,0,0,-0.511,-0.447,-0.314,0,0,0,0,0,-0.314,0,0,-0.314,-0.447,0,0,0
-0.291,-0.375,-0.235,-0.203,-0.073,-0.314,-0.073,-0.166,-0.203,-0.235,-0.124,-0.124,-0.124,-0.124,-0.203,-0.336,-0.375,-0.203,-0.124,-0.073
-0.332,0,-0.216,-0.216,-0.332,-0.464,0,0,0,-0.216,0,0,-0.216,0,-0.332,-0.332,0,0,-0.216,-0.411
-0.363,0,0,0,0,-0.363,0,0,0,-0.442,-0.363,-0.363,-0.24,0,-0.363,0,-0.363,0,0,-0.24
0,0,0,0,-0.25,-0.5,0,0,0,-0.375,0,-0.375,-0.25,0,-0.25,0,0,0,-0.25,0
-0.347,-0.228,-0.141,0,-0.294,-0.347,-0.141,0,-0.228,-0.228,0,-0.347,-0.141,0,-0.228,-0.294,-0.347,-0.347,0,0
0,-0.456,-0.209,-0.323,0,-0.209,-0.209,-0.323,-0.209,-0.209,0,-0.323,0,-0.209,-0.209,-0.209,0,-0.209,0,-0.323
-0.314,0,-0.314,0,-0.511,-0.447,-0.314,0,0,0,0,-0.314,0,0,0,0,-0.447,0,0,0
0,0,-0.447,0,0,0,-0.314,0,0,-0.531,0,-0.314,-0.314,-0.314,0,-0.314,0,0,0,0
-0.523,0,0,-0.285,0,0,0,0,0,-0.415,0,0,-0.415,0,0,-0.415,-0.415,0,0,0
-0.197,-0.089,-0.148,-0.404,-0.148,-0.274,-0.238,-0.089,-0.238,-0.306,-0.197,-0.089,-0.238,-0.274,-0.306,-0.238,-0.148,-0.197,-0.148,-0.089
-0.314,0,0,0,0,-0.314,0,0,-0.314,-0.447,0,-0.447,-0.314,-0.314,0,0,0,0,-0.447,0
-0.206,-0.126,-0.126,-0.239,-0.239,-0.169,-0.126,-0.169,-0.169,-0.361,-0.075,-0.426,-0.206,-0.295,-0.239,-0.268,-0.268,-0.075,-0.075,-0.126
-0.367,0,-0.186,-0.186,-0.292,0,-0.186,0,-0.186,-0.423,-0.292,-0.186,-0.292,-0.367,-0.292,-0.186,0,0,0,-0.186
-0.464,0,-0.26,-0.26,-0.26,-0.164,0,0,-0.26,-0.26,0,0,-0.332,-0.164,-0.164,-0.332,-0.26,-0.164,-0.164,-0.164
-0.255,-0.255,-0.255,0,-0.255,-0.381,-0.16,-0.16,-0.255,-0.326,-0.16,-0.16,-0.16,0,-0.255,0,-0.326,-0.255,0,-0.255
0,0,-0.388,0,-0.464,-0.388,0,-0.388,0,0,0,0,-0.26,0,-0.26,-0.388,0,-0.388,0,0
0,0,-0.299,0,-0.431,-0.431,0,-0.299,0,0,0,0,-0.5,0,-0.431,-0.299,0,0,0,0
-0.138,-0.385,0,-0.42,0,-0.289,-0.138,-0.224,-0.138,-0.224,0,-0.289,-0.289,-0.138,-0.224,-0.289,-0.224,-0.224,0,-0.138
-0.16,0,-0.381,-0.293,-0.211,-0.255,-0.16,-0.16,-0.096,-0.211,-0.096,-0.16,-0.16,-0.326,-0.326,-0.096,-0.16,-0.096,-0.211,-0.381
-0.192,-0.117,-0.192,-0.277,-0.157,-0.252,-0.117,-0.192,-0.277,-0.377,-0.157,-0.069,-0.192,-0.322,-0.342,-0.393,-0.117,-0.117,0,0
0,-0.299,0,-0.431,0,0,-0.191,-0.191,-0.191,-0.375,-0.191,-0.299,-0.299,0,0,-0.299,-0.191,-0.375,0,-0.191
0,-0.314,-0.203,0,-0.203,-0.314,-0.203,-0.203,0,-0.314,0,-0.314,0,0,-0.392,-0.447,0,-0.314,0,-0.203
0,0,0,0,-0.285,0,0,-0.285,0,-0.488,0,-0.285,-0.285,-0.415,-0.285,-0.488,0,0,0,0
0,0,0,0,-0.447,-0.447,0,-0.314,0,-0.314,0,-0.314,-0.447,0,-0.314,0,0,-0.314,0,0
0,0,0,0,-0.285,-0.488,0,-0.285,0,-0.415,0,-0.285,0,0,-0.488,0,0,-0.285,0,-0.285
-0.255,-0.195,-0.119,-0.119,-0.16,-0.227,-0.119,-0.304,-0.397,-0.195,0,-0.195,-0.227,-0.227,-0.255,-0.304,-0.255,-0.304,-0.07,-0.07
0,-0.272,-0.172,-0.272,0,-0.401,0,0,0,-0.476,0,-0.172,0,0,-0.345,-0.345,-0.345,-0.272,0,-0.172
0,0,-0.314,0,-0.314,-0.314,0,0,0,-0.511,-0.314,0,-0.314,-0.314,-0.314,-0.314,0,0,0,0
0,0,-0.375,0,-0.375,-0.25,-0.25,-0.25,0,-0.375,0,-0.25,-0.25,0,-0.25,-0.453,0,0,0,-0.25
0,0,-0.314,-0.447,-0.314,-0.314,0,0,0,0,0,-0.314,-0.314,0,0,-0.314,0,-0.314,-0.314,-0.314
-0.415,0,0,-0.415,0,-0.415,0,0,0,-0.457,0,0,-0.181,-0.359,-0.285,-0.285,0,-0.181,0,0
-0.285,0,-0.488,-0.285,-0.488,0,0,-0.415,0,0,0,-0.285,0,0,0,-0.285,-0.285,0,0,0
-0.314,0,0,0,-0.314,-0.447,0,-0.314,0,-0.447,0,0,-0.447,0,-0.314,-0.314,0,0,0,0
-0.136,-0.22,-0.22,0,-0.22,-0.445,0,-0.136,-0.337,-0.38,-0.136,-0.22,-0.22,0,-0.38,-0.337,0,-0.136,0,0
-0.272,0,-0.476,-0.272,0,0,0,-0.272,0,0,-0.476,0,-0.401,0,0,-0.401,0,-0.272,0,0
-0.299,0,0,0,-0.299,0,0,-0.299,-0.299,-0.431,0,0,-0.431,0,-0.299,-0.431,0,0,0,-0.299
-0.401,-0.401,0,0,-0.401,0,0,0,-0.272,0,0,-0.272,0,-0.272,0,-0.401,0,-0.272,-0.272,-0.272
-0.224,0,-0.342,0,-0.224,0,0,0,0,-0.342,-0.224,0,-0.342,-0.42,-0.224,-0.224,0,-0.342,0,-0.42
0,0,0,0,-0.314,0,0,0,-0.314,-0.511,-0.314,0,-0.314,0,-0.447,-0.314,-0.314,0,0,0
-0.309,0,-0.24,-0.363,-0.24,-0.24,0,0,-0.309,-0.363,0,-0.15,-0.24,-0.407,0,-0.15,-0.15,-0.309,0,-0.15
-0.345,-0.172,-0.345,-0.172,-0.172,-0.345,0,-0.172,-0.172,-0.272,-0.172,-0.172,-0.172,-0.172,-0.272,-0.345,0,0,0,-0.345
-0.352,0,-0.144,-0.299,0,-0.232,-0.144,-0.232,-0.232,-0.299,0,-0.232,-0.352,-0.144,-0.299,-0.144,-0.232,0,0,-0.396
-0.203,0,-0.314,-0.392,-0.314,-0.203,0,-0.314,0,-0.203,-0.203,0,-0.447,-0.203,-0.203,-0.203,0,-0.203,0,-0.203
-0.411,0,-0.332,0,0,0,0,0,-0.332,-0.464,0,0,-0.332,0,-0.411,-0.464,0,0,0,0
-0.224,0,-0.224,0,-0.342,-0.342,0,-0.342,-0.42,0,-0.224,-0.224,-0.42,0,-0.224,0,-0.224,0,-0.224,0
-0.278,0,0,-0.278,0,-0.278,0,0,0,-0.408,-0.176,0,-0.482,-0.176,-0.278,-0.408,-0.176,-0.176,0,-0.176
-0.314,-0.447,0,0,0,-0.447,0,0,0,0,0,0,0,0,-0.511,0,-0.314,-0.314,0,-0.314
-0.209,0,-0.323,-0.323,0,0,0,-0.209,-0.209,0,0,-0.209,-0.323,-0.209,-0.323,-0.493,-0.323,-0.209,0,0
-0.25,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,-0.25,0,-0.25,-0.453,-0.25,-0.375,-0.25,0,-0.25,0,0
-0.181,-0.285,-0.359,0,0,-0.181,-0.181,-0.181,0,-0.415,-0.285,-0.181,-0.181,-0.181,-0.285,-0.181,-0.181,-0.181,0,-0.359
-0.363,0,0,-0.24,-0.363,-0.442,0,0,0,-0.363,0,-0.363,0,-0.24,-0.363,-0.24,-0.24,0,0,0
0,0,-0.479,-0.306,0,0,0,-0.197,-0.306,-0.383,-0.306,-0.306,0,0,-0.197,-0.306,-0.383,0,0,0
-0.436,0,-0.304,-0.236,-0.147,-0.236,0,0,-0.236,-0.401,0,-0.147,-0.147,-0.358,-0.304,-0.147,0,-0.147,0,-0.304
-0.176,0,-0.176,-0.482,0,-0.352,0,0,0,-0.176,0,0,-0.278,-0.278,-0.482,-0.352,0,0,0,-0.278
0,0,0,0,0,-0.49,0,0,0,0,-0.383,0,0,0,-0.306,0,0,0,-0.197,-0.479
-0.232,0,-0.144,-0.299,-0.299,-0.144,0,-0.144,-0.232,-0.396,-0.144,-0.144,-0.352,-0.144,-0.299,-0.232,-0.144,-0.232,0,-0.299
-0.453,0,-0.25,-0.453,0,-0.5,-0.25,0,0,-0.375,0,0,0,-0.25,-0.25,0,0,0,0,0
0,0,0,0,-0.447,-0.314,0,-0.314,-0.314,0,0,-0.314,-0.447,0,-0.314,-0.314,0,0,0,-0.314
-0.363,0,-0.24,-0.24,-0.24,-0.24,-0.15,-0.15,-0.24,-0.24,0,-0.15,-0.15,-0.363,-0.15,-0.363,-0.24,-0.15,-0.15,-0.15
-0.386,0,-0.178,-0.281,0,-0.235,-0.108,-0.235,-0.235,-0.321,-0.178,-0.235,-0.235,-0.321,-0.235,-0.178,0,-0.281,-0.108,-0.178
-0.314,0,0,0,-0.314,-0.447,0,0,0,0,-0.511,0,-0.314,0,-0.314,-0.447,0,0,0,0
-0.299,0,0,-0.299,0,0,-0.299,-0.299,-0.299,-0.431,0,-0.299,-0.299,0,-0.299,0,0,-0.299,0,-0.299
0,0,0,0,0,-0.465,0,0,0,0,0,0,-0.306,0,-0.306,0,0,0,0,-0.506
-0.26,0,-0.388,-0.26,-0.26,0,-0.26,0,0,-0.509,-0.26,-0.26,0,-0.26,-0.26,0,0,-0.26,0,0
0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,-0.375,-0.25,-0.375,-0.25,-0.25,-0.25,-0.375,0,0,-0.25,0
-0.272,0,-0.345,0,-0.172,0,-0.172,-0.172,-0.272,-0.401,-0.272,-0.172,0,-0.172,-0.272,-0.345,-0.272,-0.172,0,-0.272
-0.369,0,-0.245,-0.314,-0.153,-0.314,-0.153,0,-0.245,-0.314,-0.153,0,-0.314,-0.314,-0.153,-0.153,-0.153,-0.153,-0.245,-0.153
-0.209,0,-0.323,-0.209,-0.209,-0.209,-0.209,0,0,-0.401,-0.209,-0.323,-0.323,0,-0.323,-0.323,0,-0.209,0,-0.209
-0.11,-0.415,-0.181,-0.325,0,-0.285,0,-0.237,-0.359,-0.11,-0.325,-0.181,-0.11,0,-0.11,-0.237,-0.359,-0.285,0,0
-0.209,0,0,-0.493,-0.209,-0.209,0,0,-0.209,0,-0.209,-0.209,-0.323,0,0,-0.401,-0.209,-0.401,0,-0.209
-0.405,0,-0.299,-0.25,0,-0.299,-0.116,-0.116,-0.191,-0.375,0,-0.191,-0.191,-0.191,-0.25,-0.25,-0.116,-0.34,0,-0.191
-0.447,0,-0.511,0,0,-0.314,0,0,0,-0.447,0,0,0,-0.447,-0.314,0,0,0,0,0
-0.272,0,-0.401,-0.272,-0.272,0,0,0,0,-0.272,0,0,-0.401,-0.272,-0.272,-0.401,0,-0.272,-0.272,0
-0.336,-0.073,-0.336,-0.314,-0.073,-0.235,0,-0.264,-0.422,-0.375,-0.124,-0.124,-0.124,-0.166,-0.124,-0.203,-0.073,-0.124,-0.124,-0.203
-0.369,0,0,-0.369,0,-0.412,-0.153,-0.153,-0.153,-0.314,-0.153,0,-0.314,-0.245,-0.153,-0.153,-0.153,-0.245,-0.153,-0.245
-0.314,0,-0.314,0,0,-0.314,-0.314,0,-0.314,-0.447,0,-0.314,-0.314,0,0,0,0,0,-0.447,0
0,0,-0.299,0,-0.299,-0.431,0,0,0,-0.299,-0.299,-0.299,-0.299,-0.299,0,-0.299,0,-0.299,0,-0.299
-0.314,0,-0.314,0,0,0,-0.314,0,0,-0.447,0,-0.511,-0.314,-0.314,0,0,-0.314,0,0,0
-0.191,-0.299,-0.327,-0.191,-0.232,-0.144,-0.086,-0.144,-0.191,-0.327,-0.144,-0.232,-0.144,-0.232,-0.299,-0.232,-0.144,-0.267,0,-0.267
0,0,-0.392,-0.392,0,-0.314,0,-0.203,-0.314,-0.447,-0.203,-0.203,0,-0.203,0,-0.203,0,-0.203,-0.203,-0.203
-0.447,0,-0.314,0,0,-0.314,0,-0.314,0,-0.447,0,-0.314,0,-0.314,-0.314,-0.314,0,0,0,0
-0.447,0,-0.314,0,-0.314,0,0,0,0,-0.447,0,0,-0.314,0,-0.447,-0.314,0,-0.314,0,0
-0.232,-0.299,-0.232,-0.267,-0.232,-0.144,-0.086,0,-0.086,-0.375,-0.144,-0.299,-0.232,-0.191,-0.232,-0.191,-0.086,-0.352,0,-0.267
-0.493,0,0,0,0,-0.456,0,-0.401,-0.401,-0.323,-0.209,0,0,0,0,-0.323,0,-0.209,0,0
-0.345,0,-0.401,0,0,-0.272,-0.172,-0.345,0,-0.401,0,-0.272,-0.345,-0.172,-0.172,0,-0.272,-0.172,0,-0.172
-0.26,0,0,-0.26,-0.26,0,0,-0.388,-0.26,0,-0.388,-0.388,-0.26,-0.26,-0.26,-0.388,0,0,0,0
-0.186,0,-0.186,-0.186,-0.292,-0.186,-0.292,-0.186,-0.292,-0.186,-0.186,-0.367,-0.292,0,0,-0.464,-0.186,0,0,-0.186
-0.388,0,0,-0.2,0,-0.2,0,0,-0.2,-0.464,-0.122,-0.2,-0.31,-0.122,0,-0.528,-0.122,0,0,0
-0.285,0,0,0,-0.285,-0.523,-0.285,0,0,0,-0.285,0,-0.285,-0.415,0,0,0,-0.285,-0.285,0
-0.314,0,-0.447,0,-0.314,0,0,-0.314,0,0,0,0,-0.511,0,-0.314,-0.447,0,0,0,0
-0.257,0,-0.413,-0.257,-0.306,-0.197,0,0,0,-0.257,-0.12,-0.306,-0.197,-0.197,-0.413,-0.306,-0.12,-0.197,0,-0.12
-0.323,0,-0.209,-0.401,-0.209,-0.401,0,-0.323,0,-0.209,0,-0.209,-0.209,-0.209,-0.209,-0.323,-0.209,0,-0.209,0
-0.272,0,-0.401,-0.272,-0.401,-0.401,0,-0.272,0,0,0,-0.272,0,0,-0.272,-0.272,0,-0.272,-0.272,0
-0.285,-0.285,-0.285,0,-0.181,-0.181,-0.181,0,0,-0.285,-0.181,-0.181,-0.181,-0.285,-0.285,-0.181,-0.285,-0.359,0,-0.285
0,0,0,-0.285,0,0,0,-0.285,-0.285,-0.415,0,-0.285,-0.285,-0.285,-0.415,-0.285,0,0,0,-0.415
-0.156,0,-0.25,-0.531,0,-0.32,0,0,-0.156,-0.156,0,0,-0.25,-0.375,0,-0.32,-0.25,-0.156,0,0
-0.232,0,-0.107,-0.176,-0.176,-0.318,-0.107,-0.107,-0.107,-0.318,0,-0.232,-0.431,-0.318,-0.232,-0.408,-0.107,-0.176,-0.107,-0.107
-0.299,0,0,0,0,-0.5,0,0,0,-0.431,-0.431,0,-0.299,0,-0.431,-0.299,0,0,0,0
0,-0.464,-0.332,-0.216,0,-0.216,0,0,0,-0.411,0,-0.216,0,0,0,-0.332,-0.216,-0.411,0,-0.332
-0.278,0,0,0,0,-0.451,-0.278,0,-0.176,-0.352,-0.278,-0.176,-0.352,0,-0.176,0,-0.278,-0.352,-0.176,-0.176
-0.272,0,0,0,-0.401,-0.401,-0.272,0,0,0,-0.272,-0.401,0,0,-0.401,-0.401,0,-0.272,0,0
0,0,-0.314,0,-0.314,-0.314,0,0,-0.314,-0.314,0,0,-0.314,-0.314,-0.314,-0.314,-0.314,0,-0.314,0
-0.415,0,-0.415,-0.285,-0.415,-0.415,0,-0.285,0,0,-0.285,-0.285,0,0,-0.285,0,0,0,0,0
0,0,0,-0.203,-0.314,-0.447,0,0,-0.392,-0.392,-0.203,0,-0.314,-0.203,-0.203,-0.314,0,0,0,-0.314
-0.488,0,0,-0.285,0,0,0,-0.415,-0.285,-0.285,0,-0.285,0,-0.285,-0.285,0,-0.285,-0.285,0,0
-0.299,0,-0.242,-0.299,-0.076,-0.209,-0.209,-0.076,-0.345,-0.366,-0.128,-0.242,-0.172,-0.209,-0.242,-0.299,-0.076,-0.323,-0.076,0
0,0,0,0,0,-0.447,0,0,-0.314,-0.447,-0.447,0,-0.314,0,-0.314,-0.314,0,-0.314,0,0
-0.26,-0.098,-0.216,-0.26,-0.098,-0.26,-0.164,-0.098,-0.216,-0.478,-0.164,-0.332,-0.26,-0.098,-0.299,-0.216,0,-0.164,0,-0.098
-0.278,-0.278,0,0,-0.278,-0.278,-0.176,-0.176,-0.176,-0.176,0,-0.352,0,-0.278,-0.278,-0.278,-0.278,-0.176,-0.176,-0.278
-0.476,0,0,0,0,-0.401,0,0,0,-0.401,0,-0.272,-0.272,0,-0.401,-0.401,-0.272,0,0,0
-0.289,-0.385,-0.138,-0.289,-0.138,-0.224,-0.138,-0.224,-0.138,0,0,-0.138,-0.224,-0.224,0,-0.45,-0.289,-0.138,0,-0.289
0,0,-0.314,-0.511,0,0,0,0,0,0,-0.447,0,0,-0.447,-0.314,-0.314,0,-0.314,0,0
-0.191,-0.299,-0.327,-0.414,-0.232,-0.267,0,-0.086,-0.267,-0.191,-0.144,-0.267,-0.267,-0.144,-0.144,-0.144,-0.144,-0.267,0,-0.144
-0.401,0,-0.272,-0.401,0,0,0,0,-0.272,-0.401,-0.272,0,0,-0.272,-0.272,-0.272,-0.272,0,-0.272,0
-0.342,0,-0.473,-0.224,0,0,0,0,-0.224,-0.342,0,0,0,-0.342,-0.342,-0.342,0,-0.342,0,-0.224
-0.309,0,-0.407,-0.15,-0.24,-0.24,-0.15,-0.15,-0.309,-0.24,0,0,0,-0.24,-0.309,-0.309,-0.24,-0.309,0,-0.15
-0.238,-0.306,-0.335,-0.383,-0.238,-0.148,-0.148,-0.089,-0.306,-0.335,0,-0.238,-0.197,-0.238,0,-0.148,-0.197,-0.238,0,-0.089
-0.299,0,-0.26,-0.098,0,-0.362,-0.164,-0.216,-0.216,-0.388,-0.098,-0.098,-0.299,-0.098,-0.299,-0.332,-0.164,-0.164,-0.164,-0.164
-0.352,0,-0.232,-0.232,0,-0.352,-0.232,0,0,-0.232,0,0,-0.232,0,-0.352,-0.431,0,-0.352,-0.232,-0.232
-0.26,0,-0.431,-0.26,-0.26,0,-0.164,0,-0.164,-0.388,-0.332,-0.388,-0.26,0,-0.164,-0.164,0,-0.164,0,-0.164
0,0,0,0,0,-0.461,0,0,0,0,0,0,0,-0.172,-0.272,0,0,0,-0.172,-0.516
-0.394,-0.266,-0.168,-0.168,-0.266,-0.339,-0.266,0,-0.266,-0.394,0,-0.168,-0.168,-0.168,0,-0.168,0,-0.266,0,-0.266
-0.401,0,-0.401,0,-0.272,-0.272,0,0,0,0,-0.272,-0.272,-0.272,-0.272,-0.272,-0.401,0,0,-0.272,0
0,0,0,-0.285,0,-0.285,0,-0.285,0,-0.415,-0.285,-0.523,0,0,-0.415,0,-0.285,0,0,0
-0.357,0,-0.124,-0.5,0,-0.203,-0.124,-0.124,-0.264,-0.357,0,-0.124,-0.203,-0.264,-0.314,-0.264,0,-0.124,0,-0.124
-0.299,0,-0.299,-0.299,-0.232,-0.232,-0.144,0,-0.299,-0.232,-0.144,-0.299,0,-0.144,-0.299,-0.352,-0.144,-0.144,-0.144,-0.232
-0.11,0,-0.359,-0.389,-0.11,-0.11,-0.11,-0.181,-0.237,-0.438,0,-0.325,-0.11,-0.237,-0.181,-0.325,-0.11,-0.11,-0.11,-0.181
0,0,0,0,0,-0.5,0,0,0,-0.299,0,-0.299,-0.299,-0.431,-0.299,0,-0.431,0,0,-0.299
-0.285,-0.22,-0.22,-0.136,-0.081,0,-0.081,-0.285,-0.415,-0.22,-0.081,-0.136,-0.254,-0.285,-0.136,-0.312,-0.312,-0.254,-0.081,-0.136
-0.447,0,-0.314,0,-0.314,0,0,-0.447,0,-0.314,-0.314,-0.314,0,0,0,-0.314,-0.314,0,0,0
-0.423,0,-0.186,-0.292,-0.292,0,0,-0.292,0,-0.423,0,0,-0.186,0,-0.292,-0.292,0,-0.464,0,0
0,0,0,0,-0.285,-0.415,-0.285,0,0,-0.415,0,-0.488,0,-0.285,0,-0.285,0,-0.285,-0.285,0
-0.209,0,-0.401,0,-0.209,-0.401,-0.209,-0.209,-0.323,-0.209,-0.209,0,-0.323,0,-0.209,-0.323,0,0,-0.209,-0.209
0,-0.266,-0.266,0,-0.168,-0.47,0,-0.266,-0.168,-0.168,-0.339,-0.266,0,0,-0.437,-0.394,0,0,0,0
0,0,-0.172,-0.476,-0.172,-0.345,-0.172,-0.172,-0.172,-0.272,-0.172,0,-0.345,-0.272,-0.345,-0.172,0,-0.172,-0.172,0
-0.431,0,0,0,-0.299,-0.299,0,0,0,-0.431,0,0,0,0,-0.431,-0.5,0,0,0,-0.299
-0.23,-0.296,-0.189,-0.372,-0.085,-0.142,-0.085,-0.142,-0.265,-0.411,-0.085,-0.142,-0.265,-0.189,-0.189,-0.324,-0.23,-0.142,-0.085,-0.085
-0.411,0,-0.119,-0.397,-0.16,-0.304,-0.119,-0.119,-0.346,-0.255,-0.119,-0.119,-0.227,-0.195,-0.227,-0.227,-0.195,-0.119,-0.07,-0.16
-0.292,0,0,-0.186,-0.367,-0.292,0,0,-0.292,-0.367,-0.186,-0.186,-0.186,-0.423,-0.367,-0.186,-0.186,0,0,0
-0.488,0,0,0,-0.285,-0.285,0,0,-0.285,-0.285,0,0,-0.415,-0.285,-0.285,0,0,-0.285,-0.285,0
-0.314,0,-0.314,-0.153,-0.153,-0.314,-0.153,0,-0.245,-0.245,0,0,0,-0.245,-0.314,-0.369,-0.314,-0.245,-0.153,-0.245
-0.332,0,-0.133,-0.332,-0.216,-0.133,0,-0.133,0,-0.332,-0.216,-0.216,-0.375,-0.28,-0.332,-0.28,-0.133,0,0,-0.28
-0.24,0,-0.24,-0.24,-0.363,0,-0.24,-0.363,0,-0.24,-0.24,0,-0.442,-0.363,-0.24,-0.24,0,0,0,0
-0.314,0,-0.314,0,-0.447,-0.314,0,0,0,0,-0.314,0,-0.314,0,-0.314,-0.511,0,0,0,0
-0.224,0,-0.342,-0.138,-0.138,-0.138,-0.138,-0.138,-0.289,-0.289,-0.138,-0.289,0,-0.138,-0.342,-0.385,-0.224,-0.224,0,-0.289
-0.299,0,0,0,-0.299,-0.5,0,-0.299,0,-0.299,0,0,-0.299,0,-0.431,-0.431,0,0,0,0
-0.232,0,-0.144,-0.299,-0.232,-0.232,-0.232,-0.144,-0.352,-0.299,0,-0.232,0,-0.299,-0.232,-0.232,-0.299,-0.144,-0.144,-0.232
-0.272,0,0,-0.272,0,-0.401,0,0,0,-0.476,0,0,-0.401,-0.272,-0.401,0,0,-0.272,-0.272,0
-0.26,-0.26,0,-0.26,-0.26,-0.332,-0.164,-0.164,0,-0.388,0,-0.164,-0.26,-0.164,-0.332,-0.332,0,-0.164,0,-0.26
-0.118,-0.409,-0.194,-0.303,-0.225,-0.362,-0.118,-0.194,-0.159,-0.159,-0.118,-0.279,-0.279,-0.118,-0.225,-0.279,-0.194,-0.159,0,-0.07
-0.363,0,-0.363,0,0,-0.442,-0.24,0,-0.24,-0.363,0,-0.24,0,0,-0.24,-0.24,0,-0.24,-0.363,0
-0.309,0,-0.309,-0.24,0,-0.407,-0.15,0,-0.24,-0.309,0,-0.24,0,0,-0.309,-0.363,-0.24,-0.309,0,-0.15
-0.451,0,0,0,0,-0.352,0,-0.278,-0.352,-0.505,0,-0.278,-0.176,0,0,-0.176,-0.176,0,-0.176,-0.176
-0.272,0,-0.456,-0.323,0,-0.323,-0.128,0,-0.128,-0.366,-0.128,-0.323,0,-0.128,-0.272,-0.323,-0.272,0,0,0
-0.309,0,-0.309,-0.309,0,0,-0.24,-0.15,0,-0.407,0,-0.15,-0.24,-0.407,-0.24,-0.15,-0.15,-0.309,0,-0.24
-0.431,0,0,0,-0.299,0,-0.299,0,0,-0.431,-0.299,-0.299,-0.431,0,-0.299,-0.299,0,0,0,0
-0.285,0,0,0,-0.285,0,0,0,-0.285,-0.285,-0.415,-0.285,0,-0.285,-0.285,0,-0.415,-0.285,0,-0.285
-0.317,-0.317,-0.285,-0.285,-0.093,-0.093,-0.248,-0.155,-0.205,-0.317,-0.155,-0.155,-0.093,0,-0.285,-0.346,-0.317,-0.205,0,0
-0.26,0,0,0,-0.26,-0.26,-0.26,0,0,-0.26,0,-0.388,-0.388,-0.26,-0.464,0,-0.26,0,0,-0.26
0,0,-0.285,-0.285,-0.415,-0.285,0,-0.415,0,-0.285,0,-0.285,-0.285,0,-0.285,-0.415,0,0,0,0
-0.285,0,0,-0.285,0,-0.415,-0.285,0,0,-0.285,0,-0.285,-0.285,0,-0.285,-0.285,0,-0.415,0,-0.285
-0.25,0,-0.5,-0.453,0,0,0,0,-0.25,0,0,-0.524,0,0,0,0,-0.375,0,0,0
0,0,-0.24,0,-0.442,-0.442,0,0,0,0,-0.442,0,-0.363,0,-0.24,-0.363,0,-0.363,0,0
-0.203,0,-0.203,-0.314,-0.392,-0.314,-0.203,-0.203,0,-0.203,-0.203,-0.203,-0.392,-0.203,-0.392,-0.203,0,0,0,0
-0.509,0,0,0,0,-0.26,-0.388,0,0,-0.464,0,-0.388,0,-0.26,0,-0.26,0,-0.26,0,0
0,0,0,0,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,-0.314,0,-0.447,-0.314,-0.314,0,0,0,0,0
-0.299,0,-0.144,-0.299,0,-0.144,0,-0.144,0,-0.299,-0.232,-0.144,-0.396,-0.299,-0.352,0,-0.352,0,0,-0.396
0,0,0,0,-0.26,-0.509,0,0,0,-0.388,-0.26,0,-0.26,-0.26,-0.388,-0.388,0,0,0,-0.26
0,0,0,0,-0.447,-0.511,0,-0.314,-0.314,0,0,-0.314,0,0,-0.314,-0.447,0,0,0,0
-0.299,0,-0.431,-0.299,0,0,0,0,-0.299,-0.299,0,0,-0.431,-0.299,0,0,0,-0.5,0,0
-0.156,-0.25,-0.156,-0.375,-0.156,-0.156,-0.25,-0.25,-0.156,-0.156,-0.25,-0.25,0,0,-0.32,0,-0.25,-0.418,-0.156,-0.156
0,0,-0.375,-0.25,-0.25,-0.375,0,0,0,-0.25,0,0,-0.453,-0.375,-0.25,-0.25,0,-0.25,-0.25,0
-0.511,0,0,-0.392,0,0,0,-0.314,0,-0.392,0,0,-0.392,0,-0.203,-0.392,0,0,0,-0.203
-0.299,0,0,-0.299,-0.299,-0.431,-0.299,0,0,-0.431,0,-0.299,0,0,-0.299,-0.299,0,0,0,-0.299
0,0,-0.375,-0.299,-0.191,-0.299,0,-0.191,-0.191,-0.375,-0.191,-0.375,0,0,-0.191,-0.299,0,-0.299,0,-0.299
-0.26,0,-0.388,-0.388,0,-0.26,0,-0.26,0,-0.26,0,-0.388,0,-0.26,0,-0.26,-0.26,0,0,-0.388
0,0,-0.209,0,-0.323,-0.401,0,-0.209,-0.401,0,0,-0.209,-0.456,0,-0.456,0,-0.209,-0.209,0,0
-0.342,0,-0.224,0,-0.342,-0.42,0,0,-0.342,0,0,-0.224,-0.224,0,0,-0.42,-0.224,0,-0.42,0
-0.299,0,0,0,-0.299,0,0,0,0,-0.431,0,-0.431,-0.431,0,-0.299,-0.299,0,-0.431,0,0
-0.314,0,-0.314,-0.314,-0.314,-0.314,0,-0.314,0,0,0,0,-0.511,0,-0.314,-0.314,0,0,0,0
